well_id,month,oil_rate_forecast
W0034,2026-09-01,213.31049041417776
W0034,2026-10-01,209.39232772878697
W0034,2026-11-01,205.41915296968236
W0034,2026-12-01,201.64594141282964
W0034,2027-01-01,197.81975249904036
W0034,2027-02-01,194.066164930411
W0034,2027-03-01,190.73708362175483
W0034,2027-04-01,187.11788820993075
W0034,2027-05-01,183.6808406167694
W0034,2027-06-01,180.19553593534818
W0034,2027-07-01,176.88564058420562
W0034,2027-08-01,173.52927339656497
W0034,2027-09-01,170.2365925711771
W0034,2027-10-01,167.10962665130847
W0034,2027-11-01,163.9387572735137
W0034,2027-12-01,160.92747241505919
W0034,2028-01-01,157.87390794399647
W0034,2028-02-01,154.8782843856501
W0034,2028-03-01,152.1274067806557
W0034,2028-04-01,149.24082187187472
W0034,2028-05-01,146.49951392254403
W0034,2028-06-01,143.7197169405745
W0034,2028-07-01,141.07982261045507
W0034,2028-08-01,138.40286328267587
W0034,2028-09-01,135.77669854760057
W0034,2028-10-01,133.28270440321188
W0034,2028-11-01,130.753693747916
W0034,2028-12-01,128.35196380274354
W0034,2029-01-01,125.9165129088522
W0034,2029-02-01,123.52727418097756
W0034,2029-03-01,121.40824262827418
W0034,2029-04-01,119.10454737573447
W0034,2029-05-01,116.91679322550513
W0034,2029-06-01,114.69832215189602
W0034,2029-07-01,112.59150311011311
W0034,2029-08-01,110.45510362379497
W0034,2029-09-01,108.35924186514696
W0034,2029-10-01,106.36886118413554
W0034,2029-11-01,104.35053500968536
W0034,2029-12-01,102.4337876814708
W0034,2030-01-01,100.4901286921033
W0034,2030-02-01,98.58335021959294
W0034,2030-03-01,96.89221594531966
W0034,2030-04-01,95.05370700121055
W0034,2030-05-01,93.30772721321523
W0034,2030-06-01,91.5372332832907
W0034,2030-07-01,89.85584523288777
W0034,2030-08-01,88.1508500296371
W0034,2030-09-01,86.47820674768103
W0034,2030-10-01,84.88974469200437
W0034,2030-11-01,83.2789801897674
W0034,2030-12-01,81.74928266225986
W0034,2031-01-01,80.19810775819128
W0034,2031-02-01,78.67636606739102
W0034,2031-03-01,77.32672342709847
W0034,2031-04-01,75.8594655603602
W0034,2031-05-01,74.46605238738486
W0034,2031-06-01,73.05307522478498
W0034,2031-07-01,71.71121074356766
W0034,2031-08-01,70.35050611303882
