well_id,month,oil_rate_forecast
W0037,2026-09-01,572.30756609757
W0037,2026-10-01,567.6597355472275
W0037,2026-11-01,563.0146303270178
W0037,2026-12-01,558.6634030982021
W0037,2027-01-01,554.3077588041442
W0037,2027-02-01,550.0873409279286
W0037,2027-03-01,546.3855819211096
W0037,2027-04-01,542.4030896158388
W0037,2027-05-01,538.6593492555618
W0037,2027-06-01,534.8991475949769
W0037,2027-07-01,531.3600596270946
W0037,2027-08-01,527.8012567214745
W0037,2027-09-01,524.3376806367822
W0037,2027-10-01,521.0723710642633
W0037,2027-11-01,517.7836460682014
W0037,2027-12-01,514.6800961647489
W0037,2028-01-01,511.5513017376474
W0037,2028-02-01,508.4986390748888
W0037,2028-03-01,505.7090146063858
W0037,2028-04-01,502.7948024598712
W0037,2028-05-01,500.03868738561226
W0037,2028-06-01,497.25431830037337
W0037,2028-07-01,494.618971256315
W0037,2028-08-01,491.9546240278301
W0037,2028-09-01,489.3478430259723
W0037,2028-10-01,486.87793882294875
W0037,2028-11-01,484.3782690241176
W0037,2028-12-01,482.0083019068634
W0037,2029-01-01,479.608252747981
W0037,2029-02-01,477.2561965627325
W0037,2029-03-01,475.1716280936555
W0037,2029-04-01,472.9063972611659
W0037,2029-05-01,470.75557163385906
W0037,2029-06-01,468.5743621530518
W0037,2029-07-01,466.5022129315414
W0037,2029-08-01,464.39970507589294
W0037,2029-09-01,462.33530684103357
W0037,2029-10-01,460.3726608288878
W0037,2029-11-01,458.3798108644309
W0037,2029-12-01,456.4843082608369
W0037,2030-01-01,454.55876619321634
W0037,2030-02-01,452.6659185365027
W0037,2030-03-01,450.9835503981716
W0037,2030-04-01,449.1503036695402
W0037,2030-05-01,447.4047769432968
W0037,2030-06-01,445.62977240534235
W0037,2030-07-01,443.93904392596494
W0037,2030-08-01,442.2191107147854
W0037,2030-09-01,440.52602764565887
W0037,2030-10-01,438.912440133398
W0037,2030-11-01,437.27009478861333
W0037,2030-12-01,435.7043218936819
W0037,2031-01-01,434.1101052119501
W0037,2031-02-01,432.5394083347626
W0037,2031-03-01,431.1404288179946
W0037,2031-04-01,429.61284991963123
W0037,2031-05-01,428.1553393150516
W0037,2031-06-01,426.670202167465
W0037,2031-07-01,425.2527663270826
W0037,2031-08-01,423.8080442544979
