well_id,month,oil_rate_forecast
W0019,2026-09-01,572.5234648084137
W0019,2026-10-01,566.2217588989715
W0019,2026-11-01,559.7828563856663
W0019,2026-12-01,553.6213856873985
W0019,2027-01-01,547.3257714865127
W0019,2027-02-01,541.1017494397346
W0019,2027-03-01,535.5409097092693
W0019,2027-04-01,529.4509021842669
W0019,2027-05-01,523.6232936344925
W0019,2027-06-01,517.6688102168386
W0019,2027-07-01,511.9708865129986
W0019,2027-08-01,506.1489113231903
W0019,2027-09-01,500.3931421579297
W0019,2027-10-01,494.88537073247204
W0019,2027-11-01,489.25768768228806
W0019,2027-12-01,483.872483543047
W0019,2028-01-01,478.3700362277497
W0019,2028-02-01,472.9301613301161
W0019,2028-03-01,467.8972629105617
W0019,2028-04-01,462.5764816917546
W0019,2028-05-01,457.48495594742946
W0019,2028-06-01,452.28258078695495
W0019,2028-07-01,447.30435935586297
W0019,2028-08-01,442.2177552908598
W0019,2028-09-01,437.18899475903464
W0019,2028-10-01,432.37690744788125
W0019,2028-11-01,427.46005445890586
W0019,2028-12-01,422.755052927029
W0019,2029-01-01,417.9476171343977
W0019,2029-02-01,413.19485025040046
W0019,2029-03-01,408.9485003497527
W0019,2029-04-01,404.29806901702494
W0019,2029-05-01,399.8480098898927
W0019,2029-06-01,395.3010669109665
W0019,2029-07-01,390.9500371502883
W0019,2029-08-01,386.504279536641
W0019,2029-09-01,382.1090778849511
W0019,2029-10-01,377.90325139567625
W0019,2029-11-01,373.6058583187845
W0019,2029-12-01,369.4936261240691
W0019,2030-01-01,365.29186504654916
W0019,2030-02-01,361.13788523814463
W0019,2030-03-01,357.4265204203534
W0019,2030-04-01,353.36198316791274
W0019,2030-05-01,349.4725737914145
W0019,2030-06-01,345.4984866431498
W0019,2030-07-01,341.69563016124135
W0019,2030-08-01,337.80998027792884
W0019,2030-09-01,333.96851693324965
W0019,2030-10-01,330.2925699139007
W0019,2030-11-01,326.5365924792766
W0019,2030-12-01,322.94244803727315
W0019,2031-01-01,319.27005415995274
W0019,2031-02-01,315.6394217067955
W0019,2031-03-01,312.39564049698185
W0019,2031-04-01,308.8431819522892
W0019,2031-05-01,305.4437874292711
W0019,2031-06-01,301.9703834038744
W0019,2031-07-01,298.6466371909153
W0019,2031-08-01,295.25052843935765
