well_id,site_id,month,boe_rate,operating_cost,temperature,pressure
W0002,S006,2025-08-01,0.0,0.0,85.98425513833993,97.12376574440053
W0002,S006,2025-09-01,0.0,0.0,87.59412586736934,99.80676553853755
W0002,S006,2025-10-01,0.0,0.0,84.82626672024796,97.51132877512858
W0002,S006,2025-11-01,0.0,0.0,87.19055310990339,103.95599832125603
W0002,S006,2025-12-01,0.0,0.0,85.27585220897616,100.30853081303923
W0002,S006,2026-01-01,0.0,0.0,86.91850420226103,103.66822837774662
W0002,S006,2026-02-01,0.0,0.0,84.85554246365048,102.04028338509318
W0002,S006,2026-03-01,0.0,0.0,84.98732792776998,101.37327479918397
W0002,S006,2026-04-01,0.0,0.0,84.84164050285464,101.07174525087835
W0002,S006,2026-05-01,0.0,0.0,85.74244945143683,105.01706855901229
W0002,S006,2026-06-01,0.0,0.0,85.64271772342995,103.3083480017567
W0002,S006,2026-07-01,0.0,0.0,88.43143962238089,102.01406012261465
W0002,S006,2026-08-01,0.0,0.0,86.04354597395357,98.96807946627648
W0015,S006,2025-08-01,147.46373333333332,19396.778,199.06899891304346,6109.649569202898
W0015,S006,2025-09-01,141.50201944444444,12678.8605,208.68416548913044,6496.908861176987
W0015,S006,2025-10-01,135.0257688172043,12036.592580645161,215.15973914637257,6375.335847241701
W0015,S006,2025-11-01,127.00085,11437.981333333333,207.81100688405797,6480.37524889383
W0015,S006,2025-12-01,120.44993548387096,10874.649677419355,219.5345587785286,6296.9316118672705
W0015,S006,2026-01-01,112.69611827956989,10256.163870967743,207.15886968209443,6158.434507989002
W0015,S006,2026-02-01,108.3476130952381,10042.678750000001,206.93117879787786,6329.054678894928
W0015,S006,2026-03-01,103.11818279569893,9493.11193548387,212.44139251561901,6438.4730164424755
W0015,S006,2026-04-01,98.68657222222221,9177.163999999999,209.89495841489426,6374.188273714632
W0015,S006,2026-05-01,94.47744086021505,8803.95806451613,222.80275085798377,6226.8270567703685
W0015,S006,2026-06-01,90.77948611111111,8555.715166666667,214.25222202459375,6318.795548007246
W0015,S006,2026-07-01,88.09449193548387,8258.910322580645,212.39620871849633,6500.434718738047
W0015,S006,2026-08-01,84.91542948717948,8276.977307692308,215.797176326391,6677.388459313784
W0024,S006,2025-08-01,140.64686666666665,18498.914,233.7625989130435,6003.815985144928
W0024,S006,2025-09-01,139.35823333333335,12386.627666666667,201.54219339042598,6151.2630751399865
W0024,S006,2025-10-01,129.12677150537633,11512.755322580644,203.6678039679757,6308.23755755132
W0024,S006,2025-11-01,120.98135277777779,10892.920833333334,201.46057745388669,6791.043472488472
W0024,S006,2025-12-01,114.206,10311.04064516129,203.2269279536499,6526.812035201241
W0024,S006,2026-01-01,107.16351612903226,9808.812096774192,213.89136226571463,7006.106121902758
W0024,S006,2026-02-01,103.40706250000001,9582.588214285714,225.52946340638528,6508.108086556559
W0024,S006,2026-03-01,97.03855913978495,8930.006774193549,201.19436006630116,6268.115571762505
W0024,S006,2026-04-01,93.99338055555556,8742.464833333333,225.26818870929796,6288.715557688296
W0024,S006,2026-05-01,90.04477419354838,8272.550645161291,210.66690926091204,6194.215106889371
W0024,S006,2026-06-01,85.130175,8023.035333333333,206.00164249011857,6402.067897205753
W0024,S006,2026-07-01,85.36244892473118,7921.211774193548,213.2318381837307,7082.527994590262
W0024,S006,2026-08-01,79.98951282051281,7797.1030769230765,201.63104563823856,6670.085418560606
W0032,S006,2025-08-01,0.0,0.0,85.5623481884058,99.55927210144928
W0032,S006,2025-09-01,0.0,0.0,84.72004373078612,103.48130625274484
W0032,S006,2025-10-01,0.0,0.0,87.35678793457011,101.32640457330771
W0032,S006,2025-11-01,0.0,0.0,85.52795157867494,102.94940422705314
W0032,S006,2025-12-01,0.0,0.0,85.59611325385694,103.9089972826087
W0032,S006,2026-01-01,0.0,0.0,87.51109292977358,105.84635717625058
W0032,S006,2026-02-01,0.0,0.0,88.56386670372201,99.03766550207038
W0032,S006,2026-03-01,0.0,0.0,85.05112309277912,101.44946232840324
W0032,S006,2026-04-01,0.0,0.0,89.80395158651734,103.40463545234958
W0032,S006,2026-05-01,0.0,0.0,86.02004666581665,104.24299916061031
W0032,S006,2026-06-01,0.0,0.0,86.52324587725076,104.80976828063241
W0032,S006,2026-07-01,0.0,0.0,86.71162564282376,98.6186941513664
W0032,S006,2026-08-01,0.0,0.0,88.77594016943202,99.04858845140367
W0036,S006,2025-08-01,0.0,0.0,86.0045847826087,98.28378840579711
W0036,S006,2025-09-01,0.0,0.0,86.64629060559007,98.30536606280194
W0036,S006,2025-10-01,0.0,0.0,88.9778578403247,103.08870129718342
W0036,S006,2025-11-01,0.0,0.0,85.35685402942468,99.73616327639752
W0036,S006,2025-12-01,0.0,0.0,88.00470446804248,107.10025171596754
W0036,S006,2026-01-01,0.0,0.0,90.30666938671428,104.40417318840579
W0036,S006,2026-02-01,0.0,0.0,84.72329343473555,98.633998123706
W0036,S006,2026-03-01,0.0,0.0,87.03125896955429,98.90242153034553
W0036,S006,2026-04-01,0.0,0.0,87.73579963768115,102.83704960748793
W0036,S006,2026-05-01,0.0,0.0,89.51141612516166,100.94997523800417
W0036,S006,2026-06-01,0.0,0.0,86.0953166200044,98.42112523605621
W0036,S006,2026-07-01,0.0,0.0,87.26839688257044,98.24872776452159
W0036,S006,2026-08-01,0.0,0.0,85.06577259877804,96.66085030277692
