well_id,month,oil_rate_forecast
W0039,2026-09-01,452.10772172610905
W0039,2026-10-01,446.70212780452846
W0039,2026-11-01,441.18423739618396
W0039,2026-12-01,435.9092494416338
W0039,2027-01-01,430.52467834508195
W0039,2027-02-01,425.2066202406325
W0039,2027-03-01,420.45969850447955
W0039,2027-04-01,415.26596820686916
W0039,2027-05-01,410.30087042993466
W0039,2027-06-01,405.2326271984453
W0039,2027-07-01,400.3874923240133
W0039,2027-08-01,395.44170423212245
W0039,2027-09-01,390.5570090548747
W0039,2027-10-01,385.8873424010139
W0039,2027-11-01,381.12066749911565
W0039,2027-12-01,376.5638258684414
W0039,2028-01-01,371.91231993475685
W0039,2028-02-01,367.31827178859425
W0039,2028-03-01,363.0720019199516
W0039,2028-04-01,358.5871538144342
W0039,2028-05-01,354.2997327112371
W0039,2028-06-01,349.92324427257915
W0039,2028-07-01,345.7394126509369
W0039,2028-08-01,341.4686655753872
W0039,2028-09-01,337.250673051274
W0039,2028-10-01,333.21836021511297
W0039,2028-11-01,329.1022795942347
W0039,2028-12-01,325.16739249977513
W0039,2029-01-01,321.1507616449876
W0039,2029-02-01,317.183746269352
W0039,2029-03-01,313.6427712130406
W0039,2029-04-01,309.7684982876006
W0039,2029-05-01,306.06477429679785
W0039,2029-06-01,302.28410875020484
W0039,2029-07-01,298.6698713750331
W0039,2029-08-01,294.98055136457054
W0039,2029-09-01,291.33680380232414
W0039,2029-10-01,287.85345716201834
W0039,2029-11-01,284.29774710631915
W0039,2029-12-01,280.898562405383
W0039,2030-01-01,277.4287627591073
W0039,2030-02-01,274.00182384823376
W0039,2030-03-01,270.94292337257764
W0039,2030-04-01,267.59610078214627
W0039,2030-05-01,264.396608289701
W0039,2030-06-01,261.13064919559156
W0039,2030-07-01,258.00846044472394
W0039,2030-08-01,254.8214109359135
W0039,2030-09-01,251.67372955771785
W0039,2030-10-01,248.66461183437042
W0039,2030-11-01,245.59298237350157
W0039,2030-12-01,242.65656862730054
W0039,2031-01-01,239.65915357378674
W0039,2031-02-01,236.69876411594637
W0039,2031-03-01,234.05630769387807
W0039,2031-04-01,231.16512743781303
W0039,2031-05-01,228.40121936889912
W0039,2031-06-01,225.57989363854398
W0039,2031-07-01,222.88276510249983
W0039,2031-08-01,220.1296061232001
