well_id,month,oil_rate_forecast
W0003,2026-09-01,136.59616047970832
W0003,2026-10-01,133.0868076004921
W0003,2026-11-01,129.55872413882977
W0003,2026-12-01,126.2368735289391
W0003,2027-01-01,122.89710613697879
W0003,2027-02-01,119.64901481908372
W0003,2027-03-01,116.79188209541925
W0003,2027-04-01,113.71113137619547
W0003,2027-05-01,110.8100647330562
W0003,2027-06-01,107.89294948219285
W0003,2027-07-01,105.14582232436402
W0003,2027-08-01,102.38334567246807
W0003,2027-09-01,99.69617302905114
W0003,2027-10-01,97.16537901380848
W0003,2027-11-01,94.62023346477434
W0003,2027-12-01,92.223070068736
W0003,2028-01-01,89.81218119979106
W0003,2028-02-01,87.46668512493704
W0003,2028-03-01,85.33008317135662
W0003,2028-04-01,83.10598036765549
W0003,2028-05-01,81.01090947053633
W0003,2028-06-01,78.90355790343638
W0003,2028-07-01,76.91835768521295
W0003,2028-08-01,74.92141323584556
W0003,2028-09-01,72.97826108231156
W0003,2028-10-01,71.14759420819755
W0003,2028-11-01,69.30594840853085
W0003,2028-12-01,67.57081911882213
W0003,2029-01-01,65.82519075186546
W0003,2029-02-01,64.12635363662118
W0003,2029-03-01,62.631056465327205
W0003,2029-04-01,61.017714392514364
W0003,2029-05-01,59.497484475546514
W0003,2029-06-01,57.96785524058467
W0003,2029-07-01,56.52643076690121
W0003,2029-08-01,55.07601791010781
W0003,2029-09-01,53.66421995448432
W0003,2029-10-01,52.33372683537247
W0003,2029-11-01,50.99483136593391
W0003,2029-12-01,49.73297642908295
W0003,2030-01-01,48.46308645645043
W0003,2030-02-01,47.22684090384836
W0003,2030-03-01,46.13838133524833
W0003,2030-04-01,44.963638871296155
W0003,2030-05-01,43.856349389245075
W0003,2030-06-01,42.741866361123684
W0003,2030-07-01,41.691322150432896
W0003,2030-08-01,40.63389870455955
W0003,2030-09-01,39.604303155866056
W0003,2030-10-01,38.63370133729808
W0003,2030-11-01,37.65666841745316
W0003,2030-12-01,36.73557051993463
W0003,2031-01-01,35.80832234486941
W0003,2031-02-01,34.90535901976015
W0003,2031-03-01,34.110104036711
W0003,2031-04-01,33.25155493836496
W0003,2031-05-01,32.442056172483746
W0003,2031-06-01,31.627050322341546
W0003,2031-07-01,30.858568439236453
W0003,2031-08-01,30.084819667088123
