well_id,month,oil_rate_forecast
W0020,2026-09-01,551.953768404908
W0020,2026-10-01,547.7441254488566
W0020,2026-11-01,543.588946639339
W0020,2026-12-01,539.7414636215757
W0020,2027-01-01,535.9313931518578
W0020,2027-02-01,532.2772064436163
W0020,2027-03-01,529.1012063383174
W0020,2027-04-01,525.7134247636579
W0020,2027-05-01,522.5550975428988
W0020,2027-06-01,519.4075304032556
W0020,2027-07-01,516.4667190156565
W0020,2027-08-01,513.5298814821074
W0020,2027-09-01,510.69047901686105
W0020,2027-10-01,508.03000543724863
W0020,2027-11-01,505.3659462426788
W0020,2027-12-01,502.8656437234012
W0020,2028-01-01,500.35804769220783
W0020,2028-02-01,497.9236558717937
W0020,2028-03-01,495.7092013811396
W0020,2028-04-01,493.4058810056864
W0020,2028-05-01,491.23664784242817
W0020,2028-06-01,489.05389930420574
W0020,2028-07-01,486.9957943851128
W0020,2028-08-01,484.92253004415653
W0020,2028-09-01,482.9011218784578
W0020,2028-10-01,480.99209922676806
W0020,2028-11-01,479.0660697117114
W0020,2028-12-01,477.24538569421543
W0020,2029-01-01,475.4067962389932
W0020,2029-02-01,473.6099036416259
W0020,2029-03-01,472.0213258533351
W0020,2029-04-01,470.29917350065983
W0020,2029-05-01,468.66784173849464
W0020,2029-06-01,467.0171784638263
W0020,2029-07-01,465.45241404933284
W0020,2029-08-01,463.86798110747037
W0020,2029-09-01,462.31536831058185
W0020,2029-10-01,460.84205099278006
W0020,2029-11-01,459.34874368708256
W0020,2029-12-01,457.9308211781134
W0020,2030-01-01,456.4927944040622
W0020,2030-02-01,455.08144396773986
W0020,2030-03-01,453.8288606693926
W0020,2030-04-01,452.4658486617496
W0020,2030-05-01,451.1698531892137
W0020,2030-06-01,449.8537185497574
W0020,2030-07-01,448.6016657583789
W0020,2030-08-01,447.32953507569897
W0020,2030-09-01,446.0787468755869
W0020,2030-10-01,444.8880175647747
W0020,2030-11-01,443.67736207570056
W0020,2030-12-01,442.52433430781804
W0020,2031-01-01,441.3515122261105
W0020,2031-02-01,440.19709642586406
W0020,2031-03-01,439.1697836111799
W0020,2031-04-01,438.0489726217127
W0020,2031-05-01,436.98045699986824
W0020,2031-06-01,435.8925505551747
W0020,2031-07-01,434.8550250586795
W0020,2031-08-01,433.79829443748577
