well_id,month,oil_rate_forecast
W0008,2026-09-01,245.13218386547575
W0008,2026-10-01,241.9230114114651
W0008,2026-11-01,238.65099774419838
W0008,2026-12-01,235.52667522231033
W0008,2027-01-01,232.34117298582993
W0008,2027-02-01,229.1987551483419
W0008,2027-03-01,226.39698935218772
W0008,2027-04-01,223.33496748049757
W0008,2027-05-01,220.41115818302546
W0008,2027-06-01,217.4300955449047
W0008,2027-07-01,214.58359116318596
W0008,2027-08-01,211.6813471919791
W0008,2027-09-01,208.81835646778543
W0008,2027-10-01,206.08459449708886
W0008,2027-11-01,203.29730061749476
W0008,2027-12-01,200.63581869321382
W0008,2028-01-01,197.92222022633268
W0008,2028-02-01,195.2453235298434
W0008,2028-03-01,192.77391638842315
W0008,2028-04-01,190.16665114943083
W0008,2028-05-01,187.67707177790885
W0008,2028-06-01,185.13874199392137
W0008,2028-07-01,182.7149864751195
W0008,2028-08-01,180.243769487738
W0008,2028-09-01,177.8059759986136
W0008,2028-10-01,175.47821878895581
W0008,2028-11-01,173.1048799163969
W0008,2028-12-01,170.8386679849229
W0008,2029-01-01,168.52807954917822
W0008,2029-02-01,166.24874207078133
W0008,2029-03-01,164.21649480684516
W0008,2029-04-01,161.9954719647673
W0008,2029-05-01,159.87470086054722
W0008,2029-06-01,157.71240121849496
W0008,2029-07-01,155.64770268332344
W0008,2029-08-01,153.54257360852145
W0008,2029-09-01,151.4659166045857
W0008,2029-10-01,149.4829949834628
W0008,2029-11-01,147.4612441552991
W0008,2029-12-01,145.53075036813178
W0008,2030-01-01,143.5624539990289
W0008,2030-02-01,141.62077900755392
W0008,2030-03-01,139.8895900946301
W0008,2030-04-01,137.9975908934622
W0008,2030-05-01,136.19099203618904
W0008,2030-06-01,134.34901666872787
W0008,2030-07-01,132.59018368485718
W0008,2030-08-01,130.79690952158464
W0008,2030-09-01,129.02788952586442
W0008,2030-10-01,127.33871887270587
W0008,2030-11-01,125.6164711498817
W0008,2030-12-01,123.97196157211974
W0008,2031-01-01,122.29524946749777
W0008,2031-02-01,120.64121500190899
W0008,2031-03-01,119.16648509042271
W0008,2031-04-01,117.55476735587916
W0008,2031-05-01,116.01579869319009
W0008,2031-06-01,114.44669417514007
W0008,2031-07-01,112.94841526517158
W0008,2031-08-01,111.42079727500622
