well_id,site_id,month,boe_rate,operating_cost,temperature,pressure
W0010,S005,2025-08-01,1153.6757333333333,28822.3,334.12422391304347,6777.944239130435
W0010,S005,2025-09-01,1135.8436111111112,23666.829333333335,287.21545970496896,7183.719576893939
W0010,S005,2025-10-01,1122.086430107527,23358.738709677422,272.01960311363484,7161.7484142839685
W0010,S005,2025-11-01,1109.252763888889,23132.480833333335,276.6308687005929,7339.685591364734
W0010,S005,2025-12-01,1104.4669677419356,23010.75193548387,283.2352508181393,7187.659327606358
W0010,S005,2026-01-01,1102.1519354838708,22964.425483870968,281.00953932912574,7672.947828833567
W0010,S005,2026-02-01,1097.448119047619,22916.020535714284,290.965369841662,7033.243242118389
W0010,S005,2026-03-01,1068.9033279569894,22328.73,286.0387717178801,7671.723350455821
W0010,S005,2026-04-01,1055.6636611111112,22067.4525,287.5028496212121,6955.123210391963
W0010,S005,2026-05-01,1046.3774677419356,21854.71419354839,278.406682240533,7993.207539042246
W0010,S005,2026-06-01,1012.601325,21270.48633333333,278.9802682559288,7015.601792723431
W0010,S005,2026-07-01,1015.3484892473119,21216.13,279.7388241584853,7209.804817655871
W0010,S005,2026-08-01,1007.9704166666668,21241.194230769233,282.43901491081385,7127.549149386845
W0017,S005,2025-08-01,914.8370333333332,22851.662,331.251845652174,7365.312907608696
W0017,S005,2025-09-01,907.8644694444445,18979.468666666664,299.0027537576855,7333.540926471234
W0017,S005,2025-10-01,899.7887580645161,18729.029677419356,281.76254024289176,7548.722356411237
W0017,S005,2025-11-01,894.0240166666666,18643.826666666668,285.06046594202894,7466.797489070048
W0017,S005,2025-12-01,887.3128870967743,18487.908387096777,282.476084120356,6830.255369506779
W0017,S005,2026-01-01,859.4873306451614,17923.75274193548,287.1588495314293,7278.575933226019
W0017,S005,2026-02-01,860.8548482142858,18034.548749999998,286.47474587979957,6905.549549462992
W0017,S005,2026-03-01,847.4171344086021,17665.57677419355,278.4154573770666,7254.785322644396
