well_id,month,oil_rate_forecast
W0028,2026-09-01,497.3634685206219
W0028,2026-10-01,491.3595127517927
W0028,2026-11-01,485.23155597448016
W0028,2026-12-01,479.3740514092322
W0028,2027-01-01,473.3955705238498
W0028,2027-02-01,467.4916498689288
W0028,2027-03-01,462.2223887078299
W0028,2027-04-01,456.45781424430646
W0028,2027-05-01,450.9476532638549
W0028,2027-06-01,445.3236909051361
W0028,2027-07-01,439.9479362605826
W0028,2027-08-01,434.46115613210435
W0028,2027-09-01,429.04280345700033
W0028,2027-10-01,423.8635852131119
W0028,2027-11-01,418.57739944313636
W0028,2027-12-01,413.52451502908383
W0028,2028-01-01,408.36727228886696
W0028,2028-02-01,403.27434776007277
W0028,2028-03-01,398.56751632236626
W0028,2028-04-01,393.5968088009767
W0028,2028-05-01,388.84547926814577
W0028,2028-06-01,383.9960194873884
W0028,2028-07-01,379.36058652806753
W0028,2028-08-01,374.6294169578514
W0028,2028-09-01,369.9572518548573
W0028,2028-10-01,365.4912888217267
W0028,2028-11-01,360.933089276798
W0028,2028-12-01,356.5760620276317
W0028,2029-01-01,352.1290481410191
W0028,2029-02-01,347.7374948922984
W0028,2029-03-01,343.818024706817
W0028,2029-04-01,339.53012227331016
W0028,2029-05-01,335.431461940027
W0028,2029-06-01,331.2481519547507
W0028,2029-07-01,327.24946799091043
W0028,2029-08-01,323.16819918731267
W0028,2029-09-01,319.13782923698426
W0028,2029-10-01,315.2853362670537
W0028,2029-11-01,311.353276915554
W0028,2029-12-01,307.59475568884613
W0028,2030-01-01,303.75860889937496
W0028,2030-02-01,299.9703043582209
W0028,2030-03-01,296.58923486728474
W0028,2030-04-01,292.8903426949692
W0028,2030-05-01,289.3546980100921
W0028,2030-06-01,285.7460308800575
W0028,2030-07-01,282.29662923110993
W0028,2030-08-01,278.7759863331577
W0028,2030-09-01,275.29925125360967
W0028,2030-10-01,271.97595824795434
W0028,2030-11-01,268.58402925402527
W0028,2030-12-01,265.3417995057469
W0028,2031-01-01,262.0326079689113
W0028,2031-02-01,258.76468645288514
W0028,2031-03-01,255.84805986705396
W0028,2031-04-01,252.6572685271885
W0028,2031-05-01,249.60730007195363
W0028,2031-06-01,246.4943399482825
W0028,2031-07-01,243.5187676940035
W0028,2031-08-01,240.481740292209
