well_id,month,oil_rate_forecast
W0012,2026-09-01,5.3534760926958055e-11
W0012,2026-10-01,5.171436667611222e-11
W0012,2026-11-01,4.9958937859293723e-11
W0012,2026-12-01,4.8369997349589185e-11
W0012,2027-01-01,4.6830895560687706e-11
W0012,2027-02-01,4.538671972146232e-11
W0012,2027-03-01,4.4156786837648194e-11
W0012,2027-04-01,4.287056612638008e-11
W0012,2027-05-01,4.169522503998173e-11
W0012,2027-06-01,4.054654521217507e-11
W0012,2027-07-01,3.949361610041117e-11
W0012,2027-08-01,3.846153846153846e-11
W0012,2027-09-01,3.74820291640994e-11
W0012,2027-10-01,3.658047704950892e-11
W0012,2027-11-01,3.5693330725601403e-11
W0012,2027-12-01,3.4874832791897575e-11
W0012,2028-01-01,3.4067575135336947e-11
W0012,2028-02-01,3.3296843641671224e-11
W0012,2028-03-01,3.260675361800965e-11
W0012,2028-04-01,3.1900017479461637e-11
W0012,2028-05-01,3.124464988871769e-11
W0012,2028-06-01,3.0595138306789606e-11
W0012,2028-07-01,2.999178307313065e-11
W0012,2028-08-01,2.939281687872443e-11
W0012,2028-09-01,2.8817306174009158e-11
W0012,2028-10-01,2.8281419494808615e-11
W0012,2028-11-01,2.774821347118747e-11
W0012,2028-12-01,2.725100791399134e-11
W0012,2029-01-01,2.675560768215804e-11
W0012,2029-02-01,2.6277897768178546e-11
W0012,2029-03-01,2.5860847385574606e-11
W0012,2029-04-01,2.5414287703662442e-11
W0012,2029-05-01,2.499657581153267e-11
W0012,2029-06-01,2.457912457912458e-11
W0012,2029-07-01,2.4188204108681244e-11
W0012,2029-08-01,2.3797105228843394e-11
W0012,2029-09-01,2.3418452457333504e-11
W0012,2029-10-01,2.306331353468975e-11
W0012,2029-11-01,2.2707477914644764e-11
W0012,2029-12-01,2.2373421601078828e-11
W0012,2030-01-01,2.2038401159280283e-11
W0012,2030-02-01,2.1713265913146937e-11
W0012,2030-03-01,2.142773276975461e-11
W0012,2030-04-01,2.1120240712880456e-11
W0012,2030-05-01,2.0830955370391506e-11
W0012,2030-06-01,2.0540236353404614e-11
W0012,2030-07-01,2.0266518600777348e-11
W0012,2030-08-01,1.9991236718150947e-11
W0012,2030-09-01,1.9723332973089807e-11
W0012,2030-10-01,1.947082044169423e-11
W0012,2030-11-01,1.9216594714120246e-11
W0012,2030-12-01,1.897681189560154e-11
W0012,2031-01-01,1.8735242788214762e-11
W0012,2031-02-01,1.849974657881399e-11
W0012,2031-03-01,1.8292071765059638e-11
W0012,2031-04-01,1.8067518067518066e-11
W0012,2031-05-01,1.785539575384013e-11
W0012,2031-06-01,1.764137264378927e-11
W0012,2031-07-01,1.743908265647396e-11
W0012,2031-08-01,1.7234866370762112e-11
