well_id,month,oil_rate_forecast
W0023,2026-09-01,265.2943222749887
W0023,2026-10-01,261.36532821696443
W0023,2026-11-01,257.44525345394044
W0023,2026-12-01,253.77985385165613
W0023,2027-01-01,250.11782853155827
W0023,2027-02-01,246.5768568841877
W0023,2027-03-01,243.47746497352497
W0023,2027-04-01,240.15018319563234
W0023,2027-05-01,237.0295618301321
W0023,2027-06-01,233.9026438015878
W0023,2027-07-01,230.96676091083108
W0023,2027-08-01,228.02187484651287
W0023,2027-09-01,225.16319442330703
W0023,2027-10-01,222.4751326122775
W0023,2027-11-01,219.7749155031921
W0023,2027-12-01,217.2335346299799
W0023,2028-01-01,214.67839944735442
W0023,2028-02-01,212.19235381001846
W0023,2028-03-01,209.926681682252
W0023,2028-04-01,207.56628770488746
W0023,2028-05-01,205.34019165916197
W0023,2028-06-01,203.09760447451063
W0023,2028-07-01,200.9810493948396
W0023,2028-08-01,198.8472843836223
W0023,2028-09-01,196.76567526689993
W0023,2028-10-01,194.7990121268971
W0023,2028-11-01,192.81435727602585
W0023,2028-12-01,190.9380908817595
W0023,2029-01-01,189.04347699838976
W0023,2029-02-01,187.19218535676276
W0023,2029-03-01,185.556007501643
W0023,2029-04-01,183.78298302606677
W0023,2029-05-01,182.10435657729144
W0023,2029-06-01,180.4069188016022
W0023,2029-07-01,178.79899301452073
W0023,2029-08-01,177.1721978784186
W0023,2029-09-01,175.5795483094593
W0023,2029-10-01,174.06973686555116
W0023,2029-11-01,172.5410729437794
W0023,2029-12-01,171.09123027705837
W0023,2030-01-01,169.6226024360966
W0023,2030-02-01,168.18307668228468
W0023,2030-03-01,166.90712749683811
W0023,2030-04-01,165.52054452156045
W0023,2030-05-01,164.20402626158847
W0023,2030-06-01,162.86903209862797
W0023,2030-07-01,161.6009803127934
W0023,2030-08-01,160.31462108515439
W0023,2030-09-01,159.0519192268332
W0023,2030-10-01,157.8518370590528
W0023,2030-11-01,156.63373549662765
W0023,2030-12-01,155.47561805160873
W0023,2031-01-01,154.2996898341159
W0023,2031-02-01,153.1443211264912
W0023,2031-03-01,152.1179679290443
W0023,2031-04-01,151.00020031716457
W0023,2031-05-01,149.93657736488666
W0023,2031-06-01,148.8557017244436
W0023,2031-07-01,147.82685554867479
W0023,2031-08-01,146.78099358590126
