well_id,site_id,month,boe_rate,operating_cost,temperature,pressure
W0005,S008,2025-08-01,590.6744333333334,21977.379999999997,187.37002717391306,6807.214605072464
W0005,S008,2025-09-01,581.4888555555556,18142.949333333334,195.30390337693706,6827.616701705721
W0005,S008,2025-10-01,576.5495268817205,17984.473225806454,201.1336465160015,6448.879504696332
W0005,S008,2025-11-01,567.8503333333333,17704.522333333334,190.79351795125163,6305.046591013394
W0005,S008,2025-12-01,562.2666021505377,17552.865967741935,200.55434827765737,6089.703924701963
W0005,S008,2026-01-01,552.2721397849463,17259.174838709678,198.15669319244336,6349.2283446411875
W0005,S008,2026-02-01,538.8758690476191,16906.961428571427,195.29455477484473,6722.395290045811
W0005,S008,2026-03-01,527.785188172043,16474.750322580647,208.86363107229377,6356.463227267414
W0005,S008,2026-04-01,526.1692,16516.987333333334,195.74306041392182,6428.932660770751
W0005,S008,2026-05-01,518.7249784946237,16251.04064516129,193.5128436371074,6300.882343844299
W0005,S008,2026-06-01,504.67910555555557,15789.340333333332,199.53258737922707,6347.125428722003
W0005,S008,2026-07-01,496.9494005376344,15519.664677419354,202.49729067662702,6184.910962987165
W0005,S008,2026-08-01,487.82801923076926,15409.101153846153,197.9056129205939,6724.349634634387
W0008,S008,2025-08-01,543.6185,20220.852,201.74687210144924,6200.295350592885
W0008,S008,2025-09-01,542.0348166666666,16909.761666666665,210.89541835748793,6332.084728214208
W0008,S008,2025-10-01,536.9068602150538,16746.43935483871,200.4988395437545,6338.096897889307
W0008,S008,2025-11-01,525.8490472222222,16444.242833333334,220.87633571310934,6527.200834057971
W0008,S008,2025-12-01,523.1178306451613,16330.449516129032,201.44834777827361,6664.643935162459
W0008,S008,2026-01-01,514.926940860215,16090.848387096774,216.20312948914108,6663.709976449276
W0008,S008,2026-02-01,492.9776547619048,15485.268571428573,211.27816610789571,6350.8779420701585
W0008,S008,2026-03-01,494.3603602150538,15468.986451612904,206.70718489948575,6619.54376899252
W0008,S008,2026-04-01,479.88958333333335,15049.074333333332,202.06109969806764,6436.977749105182
W0008,S008,2026-05-01,480.562376344086,15032.057741935483,208.7197747832462,6641.877675549323
W0008,S008,2026-06-01,481.31972222222225,15039.026333333333,205.59197527997364,6248.032978667105
W0008,S008,2026-07-01,463.7077956989247,14562.449354838709,201.4367461377449,6757.463865336393
W0008,S008,2026-08-01,462.16179807692305,14637.725961538461,201.362054423837,6219.551650729705
W0021,S008,2025-08-01,539.1015,20053.834,243.40720200922266,6100.696154644269
W0021,S008,2025-09-01,537.5176833333333,16770.92033333333,235.0714998737374,6616.270187779974
W0021,S008,2025-10-01,524.5216397849463,16358.222903225806,211.52331970653236,6191.895035654329
W0021,S008,2025-11-01,518.5489361111111,16200.294666666667,212.84405060660956,6930.510784963768
W0021,S008,2025-12-01,504.937188172043,15763.984193548387,210.46725464320627,6614.2768581697055
