well_id,month,oil_rate_forecast
W0007,2026-09-01,407.48713657665826
W0007,2026-10-01,401.6093947419569
W0007,2026-11-01,395.657729984979
W0007,2026-12-01,390.0131315889683
W0007,2027-01-01,384.2962663809554
W0007,2027-02-01,378.6942060616382
W0007,2027-03-01,373.7305260952586
W0007,2027-04-01,368.33896930437356
W0007,2027-05-01,363.22282923913474
W0007,2027-06-01,358.03843056865253
W0007,2027-07-01,353.1178366325471
W0007,2027-08-01,348.13056070658695
W0007,2027-09-01,343.23980497024104
W0007,2027-10-01,338.5964852184525
W0007,2027-11-01,333.8888098427283
W0007,2027-12-01,329.4184207273454
W0007,2028-01-01,324.8851826347094
W0007,2028-02-01,320.43743927854854
W0007,2028-03-01,316.3522347860299
W0007,2028-04-01,312.06421153204025
W0007,2028-05-01,307.99037911699367
W0007,2028-06-01,303.8573219685077
W0007,2028-07-01,299.92998933537683
W0007,2028-08-01,295.9448329966026
W0007,2028-09-01,292.0322569213316
W0007,2028-10-01,288.313420238519
W0007,2028-11-01,284.53881424639525
W0007,2028-12-01,280.95048502936316
W0007,2029-01-01,277.3077097367968
W0007,2029-02-01,273.7296837542274
W0007,2029-03-01,270.5523571632824
W0007,2029-04-01,267.0935653120367
W0007,2029-05-01,263.8040811189607
W0007,2029-06-01,260.4632937886339
W0007,2029-07-01,257.2855154734598
W0007,2029-08-01,254.0576507629434
W0007,2029-09-01,250.8853104838695
W0007,2029-10-01,247.86702935899785
W0007,2029-11-01,244.8004404163511
W0007,2029-12-01,241.8823173990567
W0007,2030-01-01,238.91702899510636
W0007,2030-02-01,236.00158832411017
W0007,2030-03-01,233.41024772116901
W0007,2030-04-01,230.58676525759287
W0007,2030-05-01,227.89896844360104
W0007,2030-06-01,225.16671130367962
W0007,2030-07-01,222.56537302340053
W0007,2030-08-01,219.92061889242504
W0007,2030-09-01,217.31896603967508
W0007,2030-10-01,214.8414362628979
W0007,2030-11-01,212.32201508295486
W0007,2030-12-01,209.92245599608142
W0007,2031-01-01,207.48198342464406
W0007,2031-02-01,205.08042506029486
W0007,2031-03-01,202.94406803411616
W0007,2031-04-01,200.6144135657333
W0007,2031-05-01,198.39484268240085
W0007,2031-06-01,196.13667055811644
W0007,2031-07-01,193.98491904624376
W0007,2031-08-01,191.7954580783225
