well_id,month,oil_rate_forecast
W0022,2026-09-01,210.04543754582375
W0022,2026-10-01,206.70676552143766
W0022,2026-11-01,203.3125456096409
W0022,2026-12-01,200.08089294265272
W0022,2027-01-01,196.79547304330507
W0022,2027-02-01,193.56400117091908
W0022,2027-03-01,190.69088482135462
W0022,2027-04-01,187.55965312944193
W0022,2027-05-01,184.57839277595184
W0022,2027-06-01,181.54753104754838
W0022,2027-07-01,178.6618334055375
W0022,2027-08-01,175.7281243335508
W0022,2027-09-01,172.8425882142649
W0022,2027-10-01,170.09525559640915
W0022,2027-11-01,167.30221379664115
W0022,2027-12-01,164.64294545823083
W0022,2028-01-01,161.9394331206758
W0022,2028-02-01,159.28031363041262
W0022,2028-03-01,156.83229354119717
W0022,2028-04-01,154.257035729779
W0022,2028-05-01,151.80512063312403
W0022,2028-06-01,149.31241125615992
W0022,2028-07-01,146.9390909841904
W0022,2028-08-01,144.52628407013748
W0022,2028-09-01,142.1530965638496
W0022,2028-10-01,139.89357362390245
W0022,2028-11-01,137.5964573693859
W0022,2028-12-01,135.40936222402374
W0022,2029-01-01,133.18587879707786
W0022,2029-02-01,130.99890606228834
W0022,2029-03-01,129.05445858572318
W0022,2029-04-01,126.93532561725524
W0022,2029-05-01,124.9176891910097
W0022,2029-06-01,122.8664838890799
W0022,2029-07-01,120.91352171188588
W0022,2029-08-01,118.92806669076857
W0022,2029-09-01,116.97521375845872
W0022,2029-10-01,115.11589333246371
W0022,2029-11-01,113.22563804739639
W0022,2029-12-01,111.42591713418511
W0022,2030-01-01,109.59625296167988
W0022,2030-02-01,107.79663277276049
W0022,2030-03-01,106.19658221691338
W0022,2030-04-01,104.452786136213
W0022,2030-05-01,102.7925097167015
W0022,2030-06-01,101.10461007586346
W0022,2030-07-01,99.49755291828332
W0022,2030-08-01,97.8637579863967
W0022,2030-09-01,96.25679071985424
W0022,2030-10-01,94.72678965454483
W0022,2030-11-01,93.1713328524101
W0022,2030-12-01,91.690375141309
W0022,2031-01-01,90.18477770768898
W0022,2031-02-01,88.70390283171824
W0022,2031-03-01,87.3872502321577
W0022,2031-04-01,85.9523120437881
W0022,2031-05-01,84.58610066887232
W0022,2031-06-01,83.19715864379758
W0022,2031-07-01,81.87474043123213
W0022,2031-08-01,80.53032018681351
